Entry,Interacts with
Q9NYL2,O75582; P63104; Q8N184; Q16512; Q6P2D0; Q6ZN57; P13682; Q8N184; Q6AZW8; Q9NQZ8
P49961,Q96S59
P62258,Q96AP0; O14727; P10398; P54253; Q92934; O00257-3; Q9Y3M2; Q86Z20; O94921; Q9NRI5; P09622; P36957; Q9UKT5; P56524; P56524-2; Q14678-2; Q5S007; Q99759; O15151; P58340; Q9NXR1; Q7L804; P04049; Q13671; Q99469; P21796; Q9GZV5; P46937; P31946; P62258; P61981; Q04917; P27348; P63104; P61588; PRO_0000278742 [O92972]
Q92574,Q00994; P02794; O14920; Q674X7; Q16539; Q9NRD5; Q92844; P49815
Q86WV8,P26436; P29972; Q03989; Q6XD76; Q8WXF7; P54253; O95817; P46379-2; Q16611; Q6P1W5; Q96LL4; P40121; Q96HB5; Q5M9N0-2; Q9NRJ3; O95674; Q9Y6H1; Q96A83-2; Q8IUI8; P33240; Q8TB03; Q5TAQ9-2; Q9NQL9; G5E9A7; O14645; Q9H147; Q9H0I2; O00471; Q9BQ89; Q8WU58; Q17RN3; O75593; Q6PIV2; O43559; Q9NXC2; Q9BZE0; Q8NEA9; O95872; Q9NWQ4-1; O96004; Q8IV36; Q9P0W2; P09017; P31273; O43593; P04792; Q86VF2-5; O60333-2; O14901; Q9Y2M5; Q96BZ8; Q9H2C1; Q68G74; P25791-3; Q8TBB1; A2RU56; Q1L5Z9; Q9UBF1; Q9Y605; P35548; Q8WY64; Q8TDC0; I6L9F6; Q12986; Q14995; Q9BVL2; Q96FW1; Q6GQQ9-2; Q9NR21-5; Q86TB9; Q9HBE1-4; P78337; Q6ZR37; Q7Z3K3; P78424; Q6NYC8; Q7Z5V6-2; P60891; Q15907; Q9NWB1-5; Q93062-3; P47804-3; Q13671; Q9Y3C5; Q8WVD3; Q96D59; Q6ZNE9; P48443; Q96NU1; Q7Z3H4; O00560; Q92529; Q8IYM2; Q9H0W8; Q99932-2; Q86W54-2; Q7Z699; Q9UNE7; P51687; O95947; Q9NQB0-10; Q7Z6R9; P21980-2; Q08117-2; Q8N0U2; Q71RG4-4; Q86WT6-2; Q3SY00; Q63HK5; Q70EL1-9; O95231; Q14119; A8MV65-2; Q8NEZ2; A5D8V6; O76024; O43167-2; Q6ZN57; Q15915; Q14585; Q8N895; Q8TAU3; Q8N0Y2-2; Q96MN9-2; Q96SQ5; Q7L2R6-2
Q01628,O95870; Q13520; O95415; P19397; Q9NXB9; Q9Y282; Q96KR6; O15552; Q9Y680; Q9NZD1; P43628; Q6UWN5; Q96HJ5; P43490; P35372-10; P60201-2; Q9H6H4; Q86VR2; O95470; Q14973; Q12908; O60669; Q9NUH8; Q8N661
P06850,P34998; Q13324-1; P48730-2; A8MQ03; Q15323; Q8IUG1; Q9BYS1; P60410; P26371; Q9BYQ3; Q99750; P0DPK4
Q9H6R4,Q8WXH2; Q8IUQ4
P23560,P34130; Q6UY14-3; Q15109; Q9UIJ7; Q8IWZ3-2; Q8IWZ3-3; P09525; Q8WW43; P05067; Q9H0C5; Q9UQM7; Q8TAB7; Q9BV29; Q00535; Q6QEF8-4; Q14194; P35222; Q15438; Q9BPW9-4; P49184; P07099; O00471; Q5JX71; O75344; Q10981; P06241; P22466; Q8NEA9; Q8TDT2; Q9UBK5; O43365; Q96LI6-3; Q92993-2; P18428; Q96G30; Q13405; Q8TBJ4; P17612; P60891; Q8WUY3; Q96GQ5; Q96GZ6; Q8NCS7; Q7Z614-3; Q99523; Q9H808; P10599; Q15386-3; Q9H6R7-2; O60293-2; Q6P514; A0A087WZY1
P15923,P50553; O75593; Q02535; P17542; Q9Y4C2; O95273; Q02363; P15172; O00233; Q15672; Q9NQ33; P13637; O96004; P41134; Q02535; P16284; Q13393; P20339; Q9Y4C2-2; Q8WVJ9; P08670
Q9Y286,B2RUZ4
P32970,Q9GZR5
O75955,P05067; Q8N9N5-2; Q68D86; P10606; P54852; Q86YD7; Q14254; P42858; Q9Y5B8
P41440,Q7Z3Y9
Q6P1J6,O43559; P14136; Q5SUL5; O75031; Q8WXH2; Q92993; O14901; Q8TAP4-4; Q13449; P19404; P17252; Q15047-2; Q8WW01; P61981
P61457,Q9UKV3; P05067; P51116; Q9H8Y8; P20823; P35680; Q63ZY3; Q8TBB1; Q96HA8; P61457; Q9NRD5; P25786; O00560; Q07654; A0A0S2Z5X4
P28065,Q24JT5; Q96D03; Q9Y3R0; Q14657; Q15788; Q9Y6Q9; Q9Y244; Q99436; PRO_0000037548 [Q9WMX2]; PRO_0000037551 [Q9WMX2]
O14791,Q9UJX2; Q8IXL6
Q01850,Q9Y2J4-4; Q96IX9; P29972; Q9BXY8; Q8TAB5; Q53TS8; Q504U0; Q96HB5; Q8IYE1; Q8IYE0; Q494R4; Q494R4-2; Q9NVE4; Q8TD31-3; Q07002; Q86X02; Q8IYX8-2; Q9UKJ5; P10606; O60573; Q9H0I2; Q9BQ89; Q3B820; Q96MY7; Q9Y247; Q86YD7; O95995; P55040; Q96CS2; P56524; P56524-2; A0A0S2Z4Q4; O14964; Q9C086; Q7Z3B3; P33176; Q9BVG8; Q9BVG8-5; Q96BZ8; Q96GY3; Q8IVT4; Q8IY33; Q9NPJ1; Q8NEH6; Q15014; Q13084; Q96HA8; O95190; Q17RL8; Q16512; P54646; Q99633; P25786; Q9P2K3; Q9UHP6; Q06455-2; Q9BWG6; Q9H788; Q9H788-2; Q96GM5; Q969G3; Q9NU19; Q9BT92; Q15561; O15482; P36406; Q8N7C3; Q3SY00; Q5W5X9-3; P02766; P40222; Q8N3L3; P0CB47; A0A0S2Z6H0; Q8N5A5-2; Q96NC0; P15622-3; P13682; Q8TAU3
Q00266,P05067; P42858; Q00266; P31153
P35968,P35916; O60565; P98160; PRO_0000391621 [P98160]; PRO_0000391622 [P98160]; P17301; P35968; O00629; P09382; P08581; P16333; O14786; O75340; P09619; P29350; Q12913; P12931; P15692; P15692-4; P49767; Q9MYV3-3
P32302,P61073; Q14344; P04899; P16520; Q9UK08
P35900,Q9NYB9; Q9Y2J4-4; Q9BUW7; O75934; A0A1B0GWI1; A8MQ03; P17661; P42858; A1A4E9; P19012; Q2M2I5; Q7Z3Y8; P12035; Q15323; O76011; Q6A162; Q14CN4; O95678; Q01546; Q6KB66; Q6KB66-2; Q07627; P60409; P60410; P60411; P60328; Q7Z3S9; P37198; O00459; Q96KQ4; P41219; O95295; Q9UBB9; P40222; Q8N6Y0; P08670
Q8TDQ1,A8K4G0; Q8TDQ1; Q8IY57-5
Q9BVK6,O43315; O43736; Q96GM1; P17706-1; Q96IW7; Q9H2L4
P09758,Q8IUG1; P60410; Q701N4; Q5TA81
P26927,Q04912; Q8WV19; Q15831
Q13043,P31749; O95166; Q9H0R8; P60520; Q9GZQ8; Q9H8S9; Q7L9L4; Q06830; Q9NS23-2; P50749; Q86WH2; Q9H2L5; Q8WWW0; Q8WWW0-2; Q8WWW0-3; Q6ZTQ3; Q9H4B6; Q14BN4; Q13188; Q13043; P35700; Q91VJ4; Q8WWW0-1; Q9H4B6; Q13043-1; Q96D03; Q9NRD5
Q9UHD2,Q9UKV8; Q7Z3C6; Q9H6S1; Q13137; Q6DT37; P08238; Q9Y6W8; Q14164; Q9Y6K9; Q14653; Q92985; Q7Z434; Q86YT6; Q96AX9; Q9NVV4; Q96CV9; O14730; P42226; Q86WV6; Q92844; A7MCY6; Q8IUC6; Q12933; Q13114; O95801; P40222; Q62167; O41932; P0DTC5; P59596; PRO_0000449630 [P0DTD1]; Q60803; Q8BHN1; Q05127; I0DF37; I6W9F2; K7Y1A2; PRO_0000037572 [P27958]; PRO_0000037573 [P27958]
Q12824,Q68CP9; P27797; G5E9A7; P50570-2; P22607; P14136; Q53GS7; P06396; Q6FI13; O60814; P68431; P62805; P01112; P42858; Q8WXH2; P51608; P19404; P16284; P51532; Q12824; Q16637; Q7Z699; O14656-2; P08670; Q9Y649; PRO_0000042447 [P04585]; Q8K1P7; P04326; P06789; P50570-2; Q86YD7; Q8IZU0; O14964; O75031; Q14005-2; Q14696; Q96EL3; Q9NRD5; O43741; P20618; Q9BVN2; Q8TAQ2-2; Q96GM5; Q08117-2; Q9UPQ4-2; P0C7X2
P60033,O14672; PRO_0000029067 [O14672]; Q13520; Q10589; Q7Z7G2; Q15125; Q9Y282; Q5JX71; P35212; Q5T7V8; Q8TDT2; Q8TED1; Q14739; Q8TAF8; Q96PE7; Q9Y676; O14524-2; Q13113; Q9NR31; Q8WTV0; Q5VUM1; Q9BXS9-3; Q16623; Q8WY91; Q9Y320; Q9NSU2-1; PRO_0000037570 [P27958]; PRO_0000045596 [Q99IB8]
Q9H1I8,Q8N3C0; Q9BW62; Q99633
Q9UKV3,P61457; Q9H307; Q15287-1; Q9BZZ5
Q9C0K0,Q13547; Q92769; O43463
P30536,Q86WK6; Q8IUN9; Q96BA8; Q5JX71; P32942; Q9H3M0; A8MZ59; Q8TAF8; Q6UWN5; Q6FHY5; Q68D85; P15151; Q9NUH8; Q9P0T7
Q9BZS1,P53539; Q9UKT9; Q9BYR6; Q3LI66; Q8IUC2; P62136; P86479; P86480; P86478; Q93062; Q93062-3; P35398-4; Q9UNE7; Q9H0E7; Q8TF47-3; PRO_0000449621 [P0DTD1]; Q8WUI4; Q92993; P11309-1; Q8WUI4
Q9BXR0,Q9H974
O75469,P08238; Q15788
Q9H3H1,Q7Z699
P43628,Q9UHX3; Q6RW13-2; Q9NVV5-2; Q86W74-2; P02652; P05090; Q96PS8; P07306; O15342; O95393; Q6PL45-2; Q8WVV5; O14735; Q8N5K1; Q8N6F1-2; Q9NWW5; O75208; Q07325; O43169; Q9BQA9; P50402; Q5JX71; Q92520; Q9BWH2; P01350; P48165; Q9NPR9; Q8TED1; P01889; P10321; Q53YP1; Q01628; Q9Y5U4; P11215; Q8N5M9; P43628; Q86UP2-3; O43561-2; A8MZ59; Q8TAF8; Q9NZG7; Q8IXM6; P42857; Q6UX06; P26678; Q96GM1; Q06124; P29350; Q8N8N0; Q5QGT7; O75396; Q9NVC3; B2RUZ4; Q6UX34; P07204; A2RU14; Q9H0R3; Q9BU79; Q8N661; Q5BJF2; Q9Y228; Q5BVD1; O75841; O00526; O95183
P06734,P17544
P51570,Q9NPJ4
Q16625,Q9BXN2; P49674; P50570-2; Q8TED1; P19404; O15162; Q8N205; P24723
Q9H832,Q96MA6; P49368; Q9H8Y8; Q6NT76; Q0VD86; Q9Y2H5; Q9H8W4; Q04864; O75382; O15205
Q8NHW4,Q13520; Q3SXY8; Q7RTX7; Q9HA82; P58418; P21964; O75208; Q7Z7G2; Q96BA8; Q15125; Q9GZR5; P60508; Q5JX71; O00258; Q8TDT2; O15529; Q9NQX7-3; Q8N5M9; Q5SR56; Q6N075; Q6IN84; Q9H6H4; Q86VR2; O95470; Q12908; P54219-3; Q9BRI3; P30825; Q8TBB6; Q8WWF3; Q7Z7N9; Q9NW97; Q9H7M9
P17275,P15336; P18847; P18848; P17544; Q16520; Q8N1L9; Q9NR55; P28329-3; P35638; P22607; P01100; Q6FG41; P53539; P15407; P15408; Q8WYK2; P56279; Q86XI8; P0C746; Q9DGW5
Q9H2V7,Q07817
Q9Y657,P04792
O14543,P51451; Q13480; Q8N8K9; P10721; Q66K74; I6L996; O95863; P42681; P07947
P00540,P35609; Q9NWX5; Q8WXE1; Q8TD16-2; Q96GS4; Q13137; Q8NA61; Q8NA61-2; Q68D86; Q96JN2-2; O95273; Q16543; Q8WWB3; Q86YF9; Q13451; P14136; Q08379; Q9NYA3; A6NEM1; O75791; Q9NSC5; P07900; P08238; Q13422-7; Q8NC69; Q92845; Q9BVG8; A1A4E9; P19012; Q7Z3Y8; Q15323; Q14525; O76011; Q6A162; Q8IUG1; Q9BRK4; P36507; Q6FHY5; Q9UJV3-2; Q8TD10; Q96QG7; Q5JR59-3; P0DPK4; Q9NRD5; Q15172; O43586; P53992; Q9Y2D8; Q9UNE7; Q05BL1; Q13077; Q12933; P14373; Q8N6Y0; Q8N680
P13073,O14901; P00395; O00560
P46091,PRO_0000041304 [P08563]
P15056,P15056; P01112; P08238; P46940; Q02750; P36507; Q13233; P01111; Q02156; P04049; Q15349; P31947; Q13114; P31946; P63104; Q61097; P29678; Q99N57; Q8CGE9
P32241,Q9NQX1-2; PRO_0000011460 [P01282]
P25092,Q86UT5-2
P49675,Q6RW13-2; Q8IZR5-2; Q6ZPD8; P42858; G5E962; P43364; P43364-2; Q15276; O60906; Q9UNK0
Q9ULV5,Q9ULX6; Q5SWW7; Q5BKX5-3; A1KXE4-2; O75593; Q12951-2; Q9NXC2; O14964; Q5TA45; Q15323; O76014; O76015; Q6A162; Q3LI70; Q3SYF9; Q9BYR8; Q3LI66; Q13064; P0CG21; P37198; O43482; Q8WWB5; P78337; O15496; Q8ND30; Q86VW0; P56693; P06753; Q6NVU6; Q9BYJ9; Q9H0C1
Q96D42,P0DTC2
Q86Y37,P03372
Q06455,O75376; P08047; Q9QX47; Q9P2A4; Q6UY14-3; Q9BRR9; Q86V38; Q13490; Q8NA61-2; Q8NCU1; Q9UJX2; Q01850; Q9Y592-2; Q9Y2V7; Q8N684-3; Q05D60; Q96C01; Q8IZU1; Q9NSC5; P14652; Q8IYA8; Q6ZU52; Q9BVG8-5; Q9C075; Q7Z3Y8; Q14525; Q92764; Q3SY46; Q3LI70; Q3LI66; Q9UBR4-2; O60711; Q9Y250; Q6FHY5; Q9UJV3-2; Q7Z6G3-2; O43482; O75928-2; Q9NRY6; Q9GZV8; Q9NQX0; P31321; Q9Y4B4; Q04864-2; P78317; Q8WWV3; O60504; Q8N0S2; Q969V4; Q9UBB9; Q9BYV2; Q8N1B4; Q9Y2W2; P98170; P26651; Q8TF47; Q6P1L6; Q8N720; Q7Z783; Q9P2A4; Q0VDD7; Q8NA61; Q8N684; Q96BA8; Q5JST6; Q12929; Q14687; Q9NSC5; Q8IYA8; O60711; Q9BRK4; P50222; Q9UJV3-2; Q7Z6G3-2; Q9GZV8; O43597; O75558; Q99081-3; Q8IWZ5; Q5VZL5
P01100,Q6UY14-3; P05067; P52566; Q6XD76; P15336; P18847; P18848; P17544; Q14457; Q9UFG5; Q9BRT8; Q96HB5; Q8TAB7; P49715; P53567; P10909; Q9Y6G5; Q9BT78; Q02930-3; P35638; Q9UI10; Q9H0I2; P01100; Q9HC44; Q13322-4; Q13352; Q9NQC1-2; P05412; P17275; P17535; Q9UIH9; Q3LI72; Q14693; Q9Y5Q3; Q03112; Q14994; P42336; P27986-2; Q13526; O14974; O14744; Q15907; Q9BWF3-2; Q96CM3; P11684; O60880; O14796; Q9P1W8; P42224; P56279; Q96A09; Q8NFB2; Q13829; Q9BZM4; Q6ZMY6-2; P52736; Q9UNY5; P56671
O43281,Q9NYB9; P51451; P06241; O75694; Q92882; O94875; Q9BXA7; Q8TAU3; Q9NYB9-2; P21549; P51451; P06241-3; Q92990; O95872; Q68G74; Q8IVT4; Q8TDC0; A0A0S2Z4D7; A0A0S2Z4E4; E7ERP6; Q13526; Q8TEC5; O94875-10; O75865-2; Q9BXA7; Q8TF42; P07947
P31995,P02741; P16333
Q6TDU7,Q9NYB9-2; Q9Y5B8
Q76LX8,P04275
P51679,Q92583; A5PKU2
Q9ULM6,A5YKK6; Q9UIV1; Q9UFF9; Q86TB9; Q9HCJ0
Q8TDV0,P05090; Q13520; Q15041; Q92843; Q08708; O14735; Q9HA82; Q99675; Q96BA8; Q9BQA9; P52803; Q9Y282; Q5JX71; P48165; Q8TDV0; Q8TDT2; Q8TED1; P24593; Q14145; O43561-2; Q9NQG1; Q8IXM6; O15173; Q04941; Q9NTJ5; Q9NY72; Q3SXP7; Q14973; Q3KNW5; P54219-3; Q05940; Q96JW4; Q8WWF3; Q9UNK0; Q9NPL8; P55061; Q7Z7N9; Q8WW34-2; A5PKU2; Q86WB7-2
P14679,P51810; Q14457; P26641; Q8WTV1; Q6ZMY6-2
Q14457,Q9C0C7; Q6ZNE5; P54253; P54252-1; P46379-2; P10415; Q07817-1; O15392; P38398-6; P48643; Q96A83-2; P53355; O75190-2; O14645; P00533; Q8IYI6; P15311; P21333-2; P01100; P50440; P62993; P42261; P28799; P09429; P04792; P42858; O60333-2; O14901; P05783; Q13449; Q07820; Q9UBU9; Q8N2W9; Q8NEB9; Q16512; P60891; Q14964; P63000; P10276-2; Q9Y3C5; Q92622; Q9H714-3; Q96ES7; P14678-2; P12931; Q9NYJ8; Q8N5C8; P17752; Q13885; P14679-2; P14927; P31930; Q9P2Y5; P61758; P08670; Q96GC9; A8K0Z3; O76024; O95229; Q2GJL5; P03407; PRO_0000283876 [P0C6X5]; Q9QUM4; P89884; Q91ZQ0
P17676,P18848; Q16520; Q86X55; P49715; P53567; P35638; P03372; PRO_0000317447 [P15941]; P04637; P03120; P03122; P06422; P06790; P63165
P80188,P49419-2; Q9NXW9; Q8WXI3; Q12797-6; Q9BXY8; Q96LC9; Q9H1P6; P49069; P24863; Q9UKJ5; Q9H6B4; O14595; Q08426; Q6NZ36-4; B3EWG5; Q7Z4H3; Q6ISS4; Q5TA76; P80188; Q9UIQ6-2; Q9Y6Y9; Q96JG8; Q8IXL7-2; Q969H8; Q969S2; Q17RF5; P07237; P13667; Q96FA3; Q9NRD5; Q13526; Q9UGP5-2; Q12837; P54646; Q86Y79; O60895; Q9BWG6; P60059; O43765; Q96EQ0; Q8IYX1; Q9UL33-2; P20396; O43715; Q13049; Q99816; Q5W5X9-3; Q99757; P57075-2; Q969M7; Q9UMX0; Q9UHD9; P15692-12; Q14119; Q9Y6T4; Q9H0D6; O96006; A0A1U9X8X8
P35610,P54274; Q9Y5Z9; P35610-1; Q9Y5Z9
P49815,Q9NRD5; P62136; O00141; Q96EB6; Q92574; P31946; P63104
Q16082,Q9NQ94; P05067; O95817; Q9BXY8; Q6AI39; Q96LK0; P02511; Q9H0I2; P17482; Q9UJY1; Q63ZY3; P25800; Q8TAP4-4; Q8IVT2; Q9HBE1-4; Q7Z3K3; P0CG20; O75679; Q96RF0; O43711; Q14119; Q9NZC7-5
P14618,P49407; P32121; Q96IK1-2; P35222; P53355; P22607; P42858; P04049; Q8N488; Q7Z699; Q9BSI4; Q9UMX0; Q9Y649; Q9WMX2; P35222; P53355; Q9H6Z9; P68431; Q16665; P27361
P25101,P49407; P32121; P05305
Q99714,P05067; PRO_0000000092 [P05067]; P13639; Q12931; Q7L0Y3; P05067
O14625,Q99616; O00175; Q9Y258; P13501; P48061; O95715; P27487; Q5JR59; P02776; P10720; P98066
Q15078,Q6ZMQ8-1; Q6ZMQ8-2; O94983-5; Q00535; Q6UXH1-2; P49184; P16422; P26715; P43356; Q8NCR3; Q5JR59; A2RUH7; Q9NPC7; Q9HC98-4; Q8N2W9; Q96QH2; Q96E17; Q02978; Q9BT49; Q9ULW0; Q9BQ29
Q07011,Q9Y6X1
Q9NZM5,Q8NHQ1; O95786; P26583; Q9H2G4
P07900,Q6UY14-3; O95433; P05067; Q9H0C5; Q9UQM7; Q8IWD4; Q9BV29; Q16543; Q7L3B6; P50750; Q96G23; Q9UHD1; O15111; Q6QEF8-4; Q14194; P35222; Q15438; Q9NR20; P00533; P04626; Q02790; Q13451; Q14318; P06241; Q96LI6-3; P07900; Q6PK50; Q9Y6K9; Q9UHH9; P05412; Q92993-2; Q6VAB6; P06239; Q99558; O43318-2; P00540; P04150; Q8WVJ2; P43034; P53041; P17612; Q8WUY3; Q96QS6; Q15185; P04049; Q13127; Q9H6T3; P61247; P12931; Q15831; Q9UNE7; O94826; Q9BXA6; P10599; Q9H6R7-2; P26882; P35467
P35916,P08238; P35968; P49767
Q9NSE2,P54253; Q8N187; P50570-2; P00533; P04626; O14773
P55774,Q9BZ71
P41235,Q99967; A8MYZ6; P04150; Q9UBK2; Q92786; P23246; Q12772; P11532; O14602; O43688
Q96KG9,P63010; A0A0S2Z4M1; O15169; P26196; Q96BZ8; Q13526; Q9H8W4; Q15560
P02788,P62157; P75358; P75390; P75391; P75392; P78031; PRO_0000037569 [P27958]; PRO_0000037570 [P27958]
P42773,O43865; P05067; P55212; P11802; Q00534; O43186; Q9GZU7; O00291; Q15323; P13473-2; Q9UJ70; Q9UJ70-2; Q9GZT8; Q9BYU1; Q58EX7; P78424; O75400-2; Q04864; Q04864-2; O60504; Q99081; Q99081-3; P15884; P15884-3
Q6IAA8,P28329-3; P78358; P22607; P06396; Q9Y2Q5; P16284; P20339; Q7L523; Q8NBW4; P61086; Q9UMX0; P08670; Q9Y649
P60174,P42858; P12004; P54274
A0A9K3Y7M0,Q8NCR3
P08962,P01033; Q96HE8; PRO_0000038428 [P04578]
P06746,Q9H5J8; P29144; O76024; P18887
P46013,Q9NS87; Q9BYG3
P49790,P29323; Q14974; Q16539-3; P49790; Q93009; P70168
P49682,O14523; Q8N6F1-2; P61073; Q9Y6G1; Q969F0
Q9NZD1,O95236-2; Q8WVV5; P13236; P54849; Q7Z2K6; Q14802-3; P02724; Q01628; P24593; Q8TAF8; Q8N386; Q9H2W1; Q8N912; Q99650; Q01453; Q7Z6L0; P15151; Q9BRI3; Q6ZP29-3; Q9H7V2; A0PK00; Q96HH6; Q9BTX3; Q9BSE2; A5PKU2; Q9GZX9; Q9H1C4; Q9Y548
Q9NPP4,P29466; Q9NPP4; Q48824
Q07869,P02768-3; P55212; P45973; P06307; Q3L8U1-3; G5E9A7; P22607; P62993; Q14957; P06396; P42858; Q8WXH2; P13473-2; O75376; Q13133; D3DTS7; P54725; P62826; Q7Z699; P37173; P55072; P55055-1; Q13133
P30301,Q86WK6; O43315; Q99437; P25942; Q8N5K1; O00501; Q9Y282; P60508; Q5JX71; P12318-2; Q0VDC6; O95377; Q8NBJ4; Q8TED1; P54652; P48051; Q8TAF8; Q7Z4F1; Q9HCJ2; Q9GZY8-5; O14880; Q9HC36; Q9Y676; P15941-11; Q13113; Q8NC24; Q9NR31; O95470; Q13336-2; P54219-3; Q8WWF3; Q16623; P32856-2; Q96A49; P21579; Q8N9I0; Q96CE8; Q8IV31; Q6P9G4; Q4KMG9; Q9Y320; O95159
Q14392,P01137
P16435,O00264; P00181
Q99626,Q8IYR0; Q9BQ66
P51671,Q9Y4X3; Q9NRJ3; P13501; P51677; P02778; P48061; P27487; P02776
O75914,P60953-2; Q9H4E5
Q969M7,P62879; P80188; P26367
Q96T58,P46108; P16333; Q9Y618; Q06330
Q5VWK5,Q13901; Q62120
P00747,P02749; Q3SYB3; PRO_0000018520 [P28300]; Q8N4S9; P75390; P75391; P75392; P75393; Q99SU7; P00779; Q6V4L1; Q6V4L4; Q6V4L5; Q6V4L9
P35225,P78552; Q14627
P14174,O43521-2; P00533; Q92743; P14174; Q96HA8
Q9UGN4,A8K4G0; O76015; Q96IW7; Q8N511; A2RU14; Q9H2L4
Q9NSA1,P46379-2; P55212; O14645; Q0VDC6; P54652; Q86Z14; O14901; P13473-2; O43765; Q96EQ0
P00441,P13928; P63010-2; Q0P5N6; Q16611; P10415; Q5SZD1; P02748; Q8N5S9-2; Q13191; O14618; P53672; P48730-2; P98082; Q8TCX1; P29692; Q8TC29; P02671-2; Q8WW76; F2Z2M7; P04406; P62879; Q9Y4H4; Q8WVV9-3; P09017; P80217-2; Q6DN90-2; O14713; Q15046; Q9NVX7-2; Q8N4N3-2; Q96JM7-2; Q9BYZ2; Q8N448; O95777; Q8TDB4; A4FUJ8; Q8N594; Q96FW1; Q6GQQ9-2; Q9BYU1; Q13113; Q08209-2; P30044; P28062-2; P62191; P17980; P43686-2; Q09028; Q6ZNA4-2; Q9ULX5; Q9NV58; Q9BUL9; P08865; Q8N488; P60896; Q15393; Q2NKQ1-4; P00441; Q3SY56; Q8NHS9; Q96MF2; Q92797-2; Q9BZK7; Q15554-4; Q9H3N1; Q13829; P07951-2; P07437; P0CG47; O75604-3; Q9GZS3; Q96NC0; O95789-4; Q8NBB4-2; Q2QGD7; P26339; P16014; P01041; P20029
Q07666,P25054; P06241; P62993; P08631; P09651; P61978; P52333; Q07666; P06239; P19174; P51531; P12931; P40763; P15498; O95365; P06240; P23727
O60936,Q14790; O60936; Q7Z699; Q9BSI4; P04637; Q9UHD9
Q7LC44,Q16527; P25815; Q9H788; O95935
Q9UJ71,O43889-2; Q9Y282; Q96HH9; O00767; Q96IW7; Q6PEW1
P03951,P23827; P03951-1
P52948,P78406; Q93009; P0DTC6; P59634
P08519,P02749; P02751
P22749,Q07817; Q96Q80
Q96BK5,Q96BJ3; Q9NWQ9; Q8N9N8; P13807; P55081; P06748; P54274; O14746; Q9UKI8; O14787-2; Q9BZL1
O75973,P60827
P05113,P32927; Q01344; Q01344-2
Q496F6,A8K4G0; Q4LDR2; Q9UNK0; A5PKU2
P10912,Q16829; P01241; P10912; P16333; P18031; P17706; P26045; P43378; P23467; Q9HD43; Q12913; Q9JLI4
P56817,O14672; P05067; Q9UJY5; Q9UJY4; Q9NZ52; P10997; Q9Y287; Q03721; P49768; Q9UNH7; Q8BNX1; O95197-3; Q9NQC3-2; Q9NQC3-3
P07339,P05067; Q9P1A6-3; I6L9I8; Q9H6S3; Q7Z602; P28799; PRO_0000012695 [P28799]; PRO_0000012696 [P28799]; PRO_0000012697 [P28799]; PRO_0000012698 [P28799]; PRO_0000012699 [P28799]; PRO_0000012700 [P28799]; PRO_0000012701 [P28799]; P68431; Q9Y6F6-3; Q12756; Q5TA79; Q86VF5-3; O15130-2; Q96LB9; P09565; Q9C004; Q8NBJ7; Q9BQG1; P28347-2; P45880; Q15007-2; O00308; Q5W0Z9-4; Q6ZNH5
P32246,P13501; O43889-2; Q04941; Q9H3N1
P14859,Q9H4B4; Q7Z3K3; P08047; Q02446; O15145; P49407; Q03060-25; P55197-2; P23511-2; P14859-6; P78424; O43314-2; P86480; Q8TAD8; Q9Y343; Q02446; Q6ZVD7; Q7KZS0; Q96K80; Q15911-2; O95789-4
Q96KQ4,Q4G176; Q92619; Q13515; Q9NWW7; Q9Y6W3; Q8NA61-2; Q68D86; Q52MB2; Q8TD31-3; Q99459; Q86XR8-3; B9EK46; P61024; Q05D60; Q9BY27; O95057; O60941-5; Q09472; Q8NB25; Q86YD7; Q8NHY3; Q9BRT9; Q92805; Q9P0W2; Q9BUJ2; Q9HAQ2; Q9BVG8-5; P35900; P19013; P20700; Q03252; P25800; Q8TAP4-4; Q8TBB1; O95460-2; Q96EZ8; Q8TD10; Q9NYP9; P40692; Q9ULW6; O14777; Q5HYW2; O75145; P62136; Q6NYC8; O43741; P41219; P0CG20; Q15311; Q86YV0; Q8NHQ8-2; Q9NSC2; O94964-4; P56279; Q8WW24; Q9BXU0; Q8N6V9; Q13077; Q99816; Q9BZW7; P40222; Q8N5A5-2; Q8IYH5
Q13045,Q32MZ4
Q8TF71,Q9BWH2; Q9Y5U4; Q9NUH8
A1E959,Q13444-2; Q03989; O14964; Q71SY5; Q7Z3K3; O00560; P09234; Q8IWB4; O95231
P02753,P02766; O55245
P01130,P04114; P02649; P02749; P01130; P30533; Q9H2K0; Q8NBP7; Q8NBP7-1; Q08117-2; D3ZAR1; P0DTC2
Q03518,Q13520; P27797; Q9Y282; P60508; P57678; Q8TDT2; Q5TA81; P07237; P30101; Q6ZMZ0; Q14973; Q3KNW5; Q9NQQ7-3; Q8WWF3; Q03519; O15533; Q13769; Q9NUH8; P0C739; Q77CE4; Q03519
P31751,P49841; P08238; Q6FHY5; Q9NRD5; Q04864-2; O60504; P53804; P08670; Q15118-1
